yearID,round,playerID,teamID,lgID,G,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,IBB,HBP,SH,SF,GIDP
2023,ALCS,alvaryo01,HOU,AL,4,14,4,7,0,1,2,4,0,0,3,6,2,0,0,0,0
2023,ALDS2,alvaryo01,HOU,AL,2,7,4,3,0,0,3,5,0,0,1,3,0,0,0,0,0
2024,ALWC1,alvaryo01,HOU,AL,2,7,0,2,1,0,0,0,0,0,1,1,0,0,0,0,0
2017,NLWC,amarial01,COL,NL,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
2015,NLDS2,anderbr04,LAN,NL,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2020,NLDS2,anderbr06,MIA,NL,3,10,1,4,1,0,0,1,0,0,1,3,0,1,0,0,0
2020,NLWC3,anderbr06,MIA,NL,2,9,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1
2020,NLDS2,anderia01,ATL,NL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,NLCS,anderia01,ATL,NL,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,NLWC4,anderia01,ATL,NL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,NLDS1,anderia01,ATL,NL,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2021,NLCS,anderia01,ATL,NL,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2021,WS,anderia01,ATL,NL,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2019,ALDS1,anderni01,TBA,AL,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,ALWC,anderni01,TBA,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,ALCS,anderni01,TBA,AL,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,ALDS1,anderni01,TBA,AL,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,ALWC1,anderni01,TBA,AL,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,WS,anderni01,TBA,AL,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,ALWC4,anderti01,CHA,AL,3,14,2,9,2,0,0,0,0,0,0,0,0,0,0,0,0
2021,ALDS1,anderti01,CHA,AL,4,19,4,7,0,0,0,1,0,0,0,5,0,0,0,0,0
2017,NLWC,anderty01,COL,NL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,NLDS1,anderty01,COL,NL,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
