playerID,yearID,round,teamID,lgID,W,L,G,GS,CG,SHO,SV,IPouts,H,ER,HR,BB,SO,BAOpp,ERA,IBB,WP,HBP,BK,BFP,GF,R,SH,SF,GIDP
alvarjo03,2020,ALCS,TBA,AL,0,0,2,0,0,0,0,5,1,0,0,3,4,0.167,0,0,0,0,0,9,0,0,0,0,0
alvarjo03,2022,NLCS,PHI,NL,1,0,3,0,0,0,1,9,3,0,0,2,4,0.231,0,0,0,0,0,15,1,0,0,0,0
alvarjo03,2022,NLDS1,PHI,NL,0,0,3,0,0,0,0,11,1,1,1,0,5,0.083,2.45,0,0,0,0,12,0,1,0,0,0
alvarjo03,2022,NLWC2,PHI,NL,0,0,2,0,0,0,0,4,1,2,1,2,0,0.2,13.5,0,0,0,0,7,0,2,0,0,0
alvarjo03,2022,WS,PHI,NL,0,0,4,0,0,0,0,10,4,4,1,1,5,0.308,10.8,0,1,2,0,17,0,4,0,1,0
alvarjo03,2023,NLCS,PHI,NL,0,0,4,0,0,0,0,12,5,1,0,1,2,0.333,2.25,1,0,0,0,17,1,1,0,1,1
alvarjo03,2023,NLDS1,PHI,NL,0,0,3,0,0,0,0,9,1,0,0,2,2,0.1,0,0,0,0,0,12,0,0,0,0,0
alvarjo03,2023,NLWC2,PHI,NL,0,0,1,0,0,0,0,3,1,0,0,0,2,0.25,0,0,1,0,0,4,0,0,0,0,0
alvarjo03,2024,NLDS1,PHI,NL,0,0,1,0,0,0,0,2,1,2,0,2,1,0.333,27,0,0,0,0,5,0,2,0,0,0
anderbr04,2015,NLDS2,LAN,NL,0,1,1,1,0,0,0,9,7,6,1,0,3,0.438,18,0,0,0,0,16,0,6,0,0,0
anderia01,2020,NLCS,ATL,NL,0,0,2,2,0,0,0,21,6,2,0,7,7,0.222,2.57,0,1,0,0,34,0,2,0,0,0
anderia01,2020,NLDS2,ATL,NL,1,0,1,1,0,0,0,17,3,0,0,1,8,0.15,0,0,0,0,0,21,0,0,0,0,0
anderia01,2020,NLWC4,ATL,NL,1,0,1,1,0,0,0,18,2,0,0,2,9,0.1,0,0,0,0,0,22,0,0,0,0,0
anderia01,2021,NLCS,ATL,NL,0,0,2,2,0,0,0,21,6,3,1,4,6,0.222,3.86,0,0,0,0,31,0,3,0,0,0
anderia01,2021,NLDS1,ATL,NL,1,0,1,1,0,0,0,15,3,0,0,0,6,0.167,0,0,0,1,0,19,0,0,0,0,0
anderia01,2021,WS,ATL,NL,1,0,1,1,0,0,0,15,0,0,0,3,4,0,0,0,0,1,0,18,0,0,0,0,1
anderni01,2019,ALDS1,TBA,AL,0,0,3,0,0,0,0,13,4,1,0,0,4,0.25,2.08,0,1,0,0,16,0,1,0,0,0
anderni01,2019,ALWC,TBA,AL,0,0,1,0,0,0,0,4,1,0,0,0,4,0.2,0,0,0,0,0,5,0,0,0,0,0
anderni01,2020,ALCS,TBA,AL,0,1,3,0,0,0,1,13,7,4,1,3,0,0.389,8.31,0,0,0,0,21,2,4,0,0,2
anderni01,2020,ALDS1,TBA,AL,0,0,2,0,0,0,0,14,2,1,1,0,6,0.133,1.93,0,0,0,0,15,0,1,0,0,1
anderni01,2020,ALWC1,TBA,AL,0,0,2,0,0,0,0,8,2,1,0,0,0,0.222,3.38,0,0,0,0,10,1,1,0,1,0
anderni01,2020,WS,TBA,AL,1,1,3,0,0,0,0,9,5,3,1,1,3,0.357,9,1,1,0,0,15,0,3,0,0,0
anderty01,2017,NLWC,COL,NL,0,0,1,0,0,0,0,3,2,2,1,0,1,0.4,18,0,0,0,0,5,0,2,0,0,0
anderty01,2018,NLDS1,COL,NL,0,1,1,1,0,0,0,18,4,1,0,2,5,0.19,1.5,0,0,0,0,23,0,1,0,0,0
anderty01,2022,NLDS2,LAN,NL,0,0,1,1,0,0,0,15,2,0,0,2,6,0.118,0,0,0,0,0,19,0,0,0,0,0
armstsh01,2022,ALWC1,TBA,AL,0,0,1,0,0,0,0,4,1,0,0,0,3,0.2,0,0,0,0,0,5,0,0,0,0,0
