playerID,awardID,yearID,lgID,tie,notes
kimbrcr01,Reliever of the Month,2017,AL,,May
kimbrcr01,Reliever of the Year Award,2017,AL,,
kimbrcr01,TSN All-Star,2017,AL,,RP
kimbrcr01,TSN Reliever of the Year,2017,AL,,
klubeco01,Cy Young Award,2017,AL,,
klubeco01,MLB Players Choice Outstanding Pitcher,2017,AL,,
klubeco01,Pitcher of the Month,2017,AL,,June
klubeco01,Pitcher of the Month,2017,AL,,September
klubeco01,Pitcher of the Month,2017,AL,,August
klubeco01,Player of the Week,2017,AL,,Week of 2017-06-24
klubeco01,Player of the Week,2017,AL,,Week of 2017-09-16
klubeco01,This Year in Baseball Best Pitcher,2017,ML,,Esurance
knebeco01,Reliever of the Month,2017,NL,,August
lambja01,Player of the Week,2017,NL,,Week of 2017-05-20
lemahdj01,Gold Glove,2017,NL,,2B
lindofr01,SIlver Slugger,2017,AL,,SS
lindofr01,TSN All-Star,2017,AL,,SS
longoev01,Gold Glove,2017,AL,,3B
machama01,Player of the Month,2017,AL,,August
machama01,Player of the Week,2017,AL,,Week of 2017-08-19
maldoma01,Gold Glove,2017,AL,,C
margoma01,Player of the Week,2017,NL,,Week of 2017-07-29
martijd02,Player of the Month,2017,NL,,September
martijd02,Player of the Week,2017,AL,,Week of 2017-07-15
martijd02,Player of the Week,2017,NL,,Week of 2017-09-16
martijd02,Player of the Week,2017,AL,,Week of 2017-05-20
martijd02,Player of the Week,2017,NL,,Week of 2017-09-09
martijo08,Rookie of the Month,2017,NL,,September
mazarno01,Player of the Week,2017,AL,,Week of 2017-04-08
mcculla02,Pitcher of the Month,2017,AL,,May
mccutan01,Player of the Month,2017,NL,,June
mccutan01,Player of the Week,2017,NL,,Week of 2017-09-30
moustmi01,Comeback Player of the Year,2017,AL,,
moustmi01,MLB Players Choice Comeback Player,2017,AL,,
moustmi01,TSN Comeback Player of the Year,2017,AL,,
murphda08,Silver Slugger,2017,NL,,2B
murphda08,TSN All-Star,2017,NL,,2B
novaiv01,Pitcher of the Month,2017,NL,,April
odayda01,Bob Feller Act of Valor Award - MLB Player,2017,ML,,
osunaro01,Reliever of the Month,2017,AL,,June
ozunama01,Gold Glove,2017,NL,,LF
ozunama01,Player of the Week,2017,NL,,Week of 2017-04-15
ozunama01,Player of the Week,2017,NL,Y,Week of 2017-09-23
ozunama01,Silver Slugger,2017,NL,,OF
ozunama01,TSN All-Star,2017,NL,,OF
paxtoja01,Pitcher of the Month,2017,AL,,July
paxtoja01,Player of the Week,2017,AL,,Week of 2017-04-15
paxtoja01,Player of the Week,2017,AL,Y,Week of 2017-07-29
poseybu01,Silver Slugger,2017,NL,,C
poseybu01,TSN All-Star,2017,NL,,C
ramirjo01,Player of the Week,2017,AL,,Week of 2017-06-17
ramirjo01,Player of the Week,2017,AL,,Week of 2017-09-02
ramirjo01,Silver Slugger,2017,AL,,3B
realmjt01,Player of the Week,2017,NL,,Week of 2017-04-08
rendoan01,Player of the Week,2017,NL,,Week of 2017-07-15
rendoan01,This Year in Baseball Best Performance,2017,ML,,Esurance
rendoan01,TSN All-Star,2017,NL,,3B
rizzoan01,MLB Players Choice Man of the Year,2017,ML,,
rizzoan01,Player of the Week,2017,NL,,Week of 2017-08-19
rizzoan01,Roberto Clemente Award,2017,ML,,
rosared01,Player of the Week,2017,AL,,Week of 2017-08-12
salech01,TSN All-Star,2017,AL,,SP
salech01,TSN Pitcher of the Year,2017,AL,,
samarje01,Player of the Week,2017,NL,,Week of 2017-09-02
sanchga02,Silver Slugger,2017,AL,,C
sanchga02,TSN All-Star,2017,AL,,C
sanomi01,Player of the Week,2017,AL,,Week of 2017-04-29
scherma01,Cy Young Award,2017,NL,,
scherma01,MLB Players Choice Outstanding Pitcher,2017,NL,,
scherma01,Pitcher of the Month,2017,NL,,June
scherma01,TSN All-Star,2017,NL,,SP
scherma01,TSN Pitcher of the Year,2017,NL,,
schoojo01,Player of the Week,2017,AL,,Week of 2017-07-22
seageco01,Silver Slugger,2017,NL,,SS
seageco01,TSN All-Star,2017,NL,,SS
seaveto01,Bob Feller Act of Valor Award - HOF Player,2017,ML,,
senzaan01,Rookie of the Month,2017,NL,,April
simmoan01,Gold Glove,2017,AL,,SS
souzast01,Player of the Week,2017,AL,,Week of 2017-04-22
springe01,Player of the Week,2017,AL,,Week of 2017-06-03
springe01,Silver Slugger,2017,AL,,OF
springe01,World Series MVP,2017,ML,,
stantmi03,Hank Aaron Award,2017,NL,,
stantmi03,MLB Players Choice Outstanding Player,2017,NL,,
stantmi03,Most Valuable Player,2017,NL,,
stantmi03,Player of the Month,2017,NL,,August
stantmi03,Player of the Week,2017,NL,,Week of 2017-08-12
stantmi03,Player of the Week,2017,NL,,Week of 2017-08-26
stantmi03,Player of the Week,2017,NL,Y,Week of 2017-09-23
stantmi03,Silver Slugger,2017,NL,,OF
stantmi03,TSN All-Star,2017,NL,,OF
strasst01,Pitcher of the Month,2017,NL,,September
stromma01,Gold Glove,2017,AL,,P
tayloch03,NLCS MVP,2017,NL,Y,Co-MVP
troutmi01,Player of the Month,2017,AL,,April
troutmi01,TSN All-Star,2017,AL,,OF
turneju01,NLCS MVP,2017,NL,Y,Co-MVP
uptonju01,Silver Slugger,2017,AL,,OF
verlaju01,ALCS MVP,2017,AL,,
verlaju01,Babe Ruth Award,2017,ML,Y,
verlaju01,This Year in Baseball Best Major Leaguer - Postseason,2017,ML,Y,Esurance
verlaju01,This Year in Baseball Best Major Leaguer - Postseason,2017,ML,Y,Esurance
volqued01,Player of the Week,2017,NL,,Week of 2017-06-03
vottojo01,Lou Gehrig Memorial Award,2017,ML,,
vottojo01,Player of the Week,2017,NL,,Week of 2017-07-01
vottojo01,TSN All-Star,2017,NL,,1B
wainwad01,Silver Slugger,2017,NL,,P
woodal02,Pitcher of the Month,2017,NL,,May
woodal02,Player of the Week,2017,NL,,Week of 2017-05-13
zimmery01,Comeback Player of the Year,2017,NL,,
zimmery01,MLB Players Choice Comeback Player,2017,NL,,
zimmery01,Player of the Month,2017,NL,,April
zimmery01,Player of the Week,2017,NL,,Week of 2017-04-29
abreujo02,Silver Slugger,2018,AL,,1B
acunaro01,MLB Players Choice Outstanding Rookie,2018,NL,,
acunaro01,Player of the Week,2018,NL,,Week of 2018-08-18
acunaro01,Rookie of the Month,2018,NL,,August
acunaro01,Rookie of the Year,2018,NL,,
acunaro01,TSN All-Star,2018,NL,,OF
acunaro01,TSN Rookie of the Year,2018,NL,,
ahmedni01,Gold Glove,2018,NL,,SS
altuvjo01,Silver Slugger,2018,AL,,2B
altuvjo01,TSN All-Star,2018,AL,,2B
andujmi01,MLB Players Choice Outstanding Rookie,2018,AL,,
andujmi01,Rookie of the Month,2018,AL,,August
andujmi01,Rookie of the Month,2018,AL,,June
andujmi01,TSN Rookie of the Year,2018,AL,,
arenano01,Gold Glove,2018,NL,,3B
arenano01,Platinum Glove,2018,NL,,
arenano01,Player of the Week,2018,NL,,Week of 2018-06-23
arenano01,Silver Slugger,2018,NL,,3B
arenano01,TSN All-Star,2018,NL,,3B
baezja01,Player of the Week,2018,NL,,Week of 2018-06-30
baezja01,Silver Slugger,2018,NL,,2B
baezja01,TSN All-Star,2018,NL,,2B
barraky01,Reliever of the Month,2018,NL,,June
bellico01,NLCS MVP,2018,NL,,
beltbr01,Player of the Week,2018,NL,,Week of 2018-05-19
benchjo01,Bob Feller Act of Valor Award - HOF Player,2018,ML,,
bettsmo01,Gold Glove,2018,AL,,RF
bettsmo01,MLB Players Choice Outstanding Player,2018,AL,,
bettsmo01,Most Valuable Player,2018,AL,,
bettsmo01,Silver Slugger,2018,AL,,OF
bettsmo01,TSN All-Star,2018,AL,,OF
bettsmo01,TSN Major League Player of the Year,2018,ML,,
bogaexa01,Player of the Week,2018,AL,,Week of 2018-07-07
bradlja02,ALCS MVP,2018,AL,,
bradlja02,Gold Glove,2018,AL,,CF
brantmi02,MLB Players Choice Comeback Player,2018,AL,,
bregmal01,All-Star Game MVP,2018,AL,,
bregmal01,Player of the Month,2018,AL,,June
bregmal01,Player of the Week,2018,AL,,Week of 2018-06-30
cainlo01,TSN All-Star,2018,NL,,OF
carpema01,Player of the Month,2018,NL,,July
carpema01,Player of the Week,2018,NL,,Week of 2018-07-21
carpema01,Player of the Week,2018,NL,,Week of 2018-08-04
casteni01,Player of the Week,2018,AL,,Week of 2018-08-18
chapmma01,Gold Glove,2018,AL,,3B
chapmma01,Platinum Glove,2018,AL,,
corbipa01,Player of the Week,2018,NL,,Week of 2018-04-21
cruzne02,Player of the Week,2018,AL,,Week of 2018-06-23
dahlda01,Player of the Week,2018,NL,,Week of 2018-09-29
daviskh01,Outstanding DH Award,2018,,,
degroja01,Cy Young Award,2018,NL,,
degroja01,MLB Players Choice Outstanding Pitcher,2018,NL,,
degroja01,TSN All-Star,2018,NL,,SP
degroja01,TSN Pitcher of the Year,2018,NL,,
diazed04,Reliever of the Month,2018,AL,,June
diazed04,Reliever of the Month,2018,AL,,July
diazed04,Reliever of the Month,2018,AL,,August
diazed04,Reliever of the Month,2018,AL,,April
diazed04,Reliever of the Year Award,2018,AL,,
diazed04,TSN All-Star,2018,AL,,RP
diazed04,TSN Reliever of the Year,2018,AL,,
dickeco01,Gold Glove,2018,NL,,LF
doolise01,Bob Feller Act of Valor Award - MLB Player,2018,ML,,
eatonad02,Player of the Week,2018,NL,,Week of 2018-03-31
encared01,Player of the Week,2018,AL,,Week of 2018-06-02
escobed01,Player of the Week,2018,AL,,Week of 2018-06-09
freemfr01,Gold Glove,2018,NL,Y,1B
freemfr01,TSN All-Star,2018,NL,,1B
gattiev01,Player of the Week,2018,AL,,Week of 2018-06-16
gennesc01,Player of the Month,2018,NL,,May
gennesc01,Player of the Week,2018,NL,,Week of 2018-05-26
gennesc01,Player of the Week,2018,NL,,Week of 2018-05-12
goldspa01,Player of the Month,2018,NL,,June
goldspa01,Player of the Week,2018,NL,,Week of 2018-06-09
goldspa01,Silver Slugger,2018,NL,,1B
gomesya01,TSN All-Star,2018,AL,,C
gordoal01,Gold Glove,2018,AL,,LF
gourryu01,Player of the Week,2018,AL,,Week of 2018-09-22
grandcu01,MLB Players Choice Man of the Year,2018,ML,,
gregodi01,Player of the Month,2018,AL,,April
gregodi01,Player of the Week,2018,AL,,Week of 2018-04-28
greinza01,Gold Glove,2018,NL,,P
greinza01,Pitcher of the Month,2018,NL,,July
gurrilo01,Rookie of the Month,2018,AL,,July
haderjo01,Reliever of the Month,2018,NL,,April
haderjo01,Reliever of the Year Award,2018,NL,,
haderjo01,TSN All-Star,2018,NL,,RP
haderjo01,TSN Reliever of the Year,2018,NL,,
hamelco01,Pitcher of the Month,2018,NL,,August
handbr01,Reliever of the Month,2018,NL,,May
harpebr03,Player of the Week,2018,NL,,Week of 2018-09-08
inciaen01,Gold Glove,2018,NL,,CF
judgeaa01,TSN All-Star,2018,AL,,OF
kempma01,MLB Players Choice Comeback Player,2018,NL,,
kempma01,Player of the Week,2018,NL,,Week of 2018-06-02
kempma01,TSN Comeback Player of the Year,2018,NL,,
keuchda01,Gold Glove,2018,AL,,P
kinslia01,Gold Glove,2018,AL,,2B
klubeco01,Lou Gehrig Memorial Award,2018,ML,,
knebeco01,Reliever of the Month,2018,NL,,September
lemahdj01,Gold Glove,2018,NL,,2B
lestejo01,Pitcher of the Month,2018,NL,,June
lindofr01,Player of the Month,2018,AL,,May
lindofr01,Player of the Week,2018,AL,Y,Week of 2018-05-12
lindofr01,Player of the Week,2018,AL,,Week of 2018-05-05
lindofr01,SIlver Slugger,2018,AL,,SS
lindofr01,TSN All-Star,2018,AL,,SS
machama01,Player of the Week,2018,AL,Y,Week of 2018-04-21
manaese01,Pitcher of the Month,2018,AL,,April
manaese01,Player of the Week,2018,AL,Y,Week of 2018-04-21
markani01,Gold Glove,2018,NL,,RF
markani01,Silver Slugger,2018,NL,,OF
marquge01,Pitcher of the Month,2018,NL,,September
marquge01,Silver Slugger,2018,NL,,P
martijd02,Hank Aaron Award,2018,AL,,
martijd02,MLB Players Choice Player of the Year,2018,ML,,
martijd02,Player of the Month,2018,AL,,August
martijd02,Player of the Week,2018,AL,,Week of 2018-05-19
martijd02,Player of the Week,2018,AL,,Week of 2018-08-11
martijd02,Silver Slugger,2018,AL,,OF
martijd02,Silver Slugger,2018,AL,,DH
martijd02,TSN All-Star,2018,AL,,DH
meadoau01,Rookie of the Month,2018,NL,,May
molinya01,Gold Glove,2018,NL,,C
molinya01,Roberto Clemente Award,2018,ML,,
moralke01,Player of the Week,2018,AL,,Week of 2018-08-25
nerishe01,Reliever of the Month,2018,NL,,August
odorro01,Player of the Week,2018,AL,,Week of 2018-07-21
odorro01,Player of the Week,2018,AL,,Week of 2018-08-04
ohtansh01,Player of the Week,2018,AL,,Week of 2018-09-08
ohtansh01,Player of the Week,2018,AL,,Week of 2018-04-07
ohtansh01,Rookie of the Month,2018,AL,,September
ohtansh01,Rookie of the Month,2018,AL,,April
ohtansh01,Rookie of the Year,2018,AL,,
olsonma02,Gold Glove,2018,AL,,1B
olsonma02,TSN All-Star,2018,AL,,1B
ozunama01,Player of the Week,2018,NL,,Week of 2018-06-16
paxtoja01,Player of the Week,2018,AL,Y,Week of 2018-05-12
pearcst01,World Series MVP,2018,ML,,
peralda01,Silver Slugger,2018,NL,,OF
perezsa02,Gold Glove,2018,AL,,C
perezsa02,Silver Slugger,2018,AL,,C
piscost01,Hutch Award,2018,ML,,
polloaj01,Player of the Month,2018,NL,,April
polloaj01,Player of the Week,2018,NL,,Week of 2018-05-05
priceda01,Babe Ruth Award,2018,ML,,
priceda01,Comeback Player of the Year,2018,AL,,
priceda01,TSN Comeback Player of the Year,2018,AL,,
puigya01,Player of the Week,2018,NL,,Week of 2018-09-15
ramirjo01,Player of the Month,2018,AL,,July
ramirjo01,Player of the Week,2018,AL,,Week of 2018-07-14
ramirjo01,Silver Slugger,2018,AL,,3B
ramirjo01,TSN All-Star,2018,AL,,3B
realmjt01,Silver Slugger,2018,NL,,C
realmjt01,TSN All-Star,2018,NL,,C
reynoma01,Player of the Week,2018,NL,,Week of 2018-07-07
riverfe01,Reliever of the Month,2018,NL,,July
rizzoan01,Gold Glove,2018,NL,Y,1B
rizzoan01,Player of the Week,2018,NL,,Week of 2018-08-27
salech01,Pitcher of the Month,2018,AL,,June
salech01,Pitcher of the Month,2018,AL,,July
salech01,TSN All-Star,2018,AL,,SP
salech01,TSN Pitcher of the Year,2018,AL,,
scherma01,Pitcher of the Month,2018,NL,,May
scherma01,Pitcher of the Month,2018,NL,,April
scherma01,Player of the Week,2018,NL,,Week of 2018-04-14
schoojo01,Player of the Week,2018,AL,,Week of 2018-07-28
simmoan01,Gold Glove,2018,AL,,SS
smoakju01,Player of the Week,2018,AL,,Week of 2018-03-31
snellbl01,Cy Young Award,2018,AL,,
snellbl01,MLB Players Choice Outstanding Pitcher,2018,AL,,
snellbl01,Pitcher of the Month,2018,AL,,August
snellbl01,Pitcher of the Month,2018,AL,,September
sotoju01,Rookie of the Month,2018,NL,,September
sotoju01,Rookie of the Month,2018,NL,,July
sotoju01,Rookie of the Month,2018,NL,,June
storytr01,Silver Slugger,2018,NL,,SS
storytr01,TSN All-Star,2018,NL,,SS
taillja01,Player of the Week,2018,NL,,Week of 2018-04-07
torregl01,Player of the Week,2018,AL,,Week of 2018-05-26
torregl01,Player of the Week,2018,AL,,Week of 2018-09-01
torregl01,Rookie of the Month,2018,AL,,May
treinbl01,Reliever of the Month,2018,AL,,September
treinbl01,Reliever of the Month,2018,AL,,May
troutmi01,Player of the Month,2018,AL,,September
troutmi01,Silver Slugger,2018,AL,,OF
troutmi01,TSN All-Star,2018,AL,,OF
turneju01,Player of the Month,2018,NL,,August
ventejo01,Comeback Player of the Year,2018,NL,,
verlaju01,Pitcher of the Month,2018,AL,,May
verlaju01,Player of the Week,2018,AL,,Week of 2018-09-15
verlaju01,Player of the Week,2018,AL,,Week of 2018-04-14
villach01,Rookie of the Month,2018,NL,,April
voitlu01,Player of the Week,2018,AL,,Week of 2018-09-29
vottojo01,Player of the Week,2018,NL,,Week of 2018-04-28
yelicch01,Hank Aaron Award,2018,NL,,
yelicch01,MLB Players Choice Outstanding Player,2018,NL,,
yelicch01,Most Valuable Player,2018,NL,,
yelicch01,Player of the Month,2018,NL,,September
yelicch01,Player of the Week,2018,NL,,Week of 2018-09-22
yelicch01,Player of the Week,2018,NL,,Week of 2018-09-01
yelicch01,Player of the Week,2018,NL,,Week of 2018-07-28
yelicch01,Silver Slugger,2018,NL,,OF
yelicch01,TSN All-Star,2018,NL,,OF
zimmery01,Player of the Week,2018,NL,,Week of 2018-08-11
acunaro01,All-MLB Team - Second Team,2019,ML,,OF
acunaro01,All-MLB Team - Second Team,2019,ML,,OF
acunaro01,Player of the Week,2019,NL,,Week of 2019-04-13
acunaro01,Silver Slugger,2019,NL,,OF
acunaro01,TSN All-Star,2019,NL,,OF
ahmedni01,Gold Glove,2019,NL,,SS
ahmedni01,Player of the Month,2019,NL,Y,August
albieoz01,Silver Slugger,2019,NL,,2B
alonspe01,All-MLB Team - First Team,2019,ML,,1B
alonspe01,All-MLB Team - First Team,2019,ML,,1B
alonspe01,MLB Players Choice Outstanding Rookie,2019,NL,,
alonspe01,Player of the Week,2019,NL,,Week of 2019-06-22
alonspe01,Rookie of the Month,2019,NL,,June
alonspe01,Rookie of the Month,2019,NL,,September
alonspe01,Rookie of the Month,2019,NL,,April
alonspe01,Rookie of the Year,2019,NL,,
alonspe01,TSN Rookie of the Year,2019,NL,,
altuvjo01,ALCS MVP,2019,AL,,
altuvjo01,All-MLB Team - Second Team,2019,ML,,2B
altuvjo01,All-MLB Team - Second Team,2019,ML,,2B
alvaryo01,All-MLB Team - Second Team,2019,ML,,DH
alvaryo01,All-MLB Team - Second Team,2019,ML,,DH
alvaryo01,MLB Players Choice Outstanding Rookie,2019,AL,,
alvaryo01,Rookie of the Month,2019,AL,,August
alvaryo01,Rookie of the Month,2019,AL,,June
alvaryo01,Rookie of the Month,2019,AL,,July
alvaryo01,Rookie of the Year,2019,AL,,
alvaryo01,TSN Rookie of the Year,2019,AL,,
anderti01,Player of the Month,2019,AL,,April
aquinar01,Player of the Month,2019,NL,Y,August
aquinar01,Player of the Week,2019,NL,,Week of 2019-08-10
aquinar01,Rookie of the Month,2019,NL,,August
arenano01,Gold Glove,2019,NL,,3B
arenano01,Platinum Glove,2019,NL,,
arenano01,Player of the Week,2019,NL,,Week of 2019-05-25
bauertr01,Player of the Week,2019,AL,,Week of 2019-06-15
beckhti01,Player of the Week,2019,AL,,Week of 2019-03-30
bellico01,All-MLB Team - First Team,2019,ML,,OF
bellico01,All-MLB Team - First Team,2019,ML,,OF
bellico01,Gold Glove,2019,NL,,CF
bellico01,Most Valuable Player,2019,NL,,
bellico01,Player of the Month,2019,NL,,April
bellico01,Player of the Week,2019,NL,,Week of 2019-04-06
bellico01,Silver Slugger,2019,NL,,OF
bellico01,TSN All-Star,2019,NL,,OF
belljo02,Player of the Month,2019,NL,,May
belljo02,Player of the Week,2019,NL,,Week of 2019-05-18
bettsmo01,All-MLB Team - Second Team,2019,ML,,OF
bettsmo01,All-MLB Team - Second Team,2019,ML,,OF
bettsmo01,Gold Glove,2019,AL,,RF
bettsmo01,Silver Slugger,2019,AL,,OF
bettsmo01,TSN All-Star,2019,AL,,OF
biebesh01,All-Star Game MVP,2019,AL,,
blackch02,Player of the Month,2019,NL,,June
blackch02,Player of the Week,2019,NL,,Week of 2019-06-15
bogaexa01,All-MLB Team - First Team,2019,ML,,SS
bogaexa01,All-MLB Team - First Team,2019,ML,,SS
bogaexa01,SIlver Slugger,2019,AL,,SS
bregmal01,All-MLB Team - Second Team,2019,ML,,3B
bregmal01,All-MLB Team - Second Team,2019,ML,,3B
bregmal01,Player of the Month,2019,AL,,August
bregmal01,Silver Slugger,2019,AL,,3B
bregmal01,TSN All-Star,2019,AL,,3B
bruceja01,Player of the Week,2019,NL,,Week of 2019-06-08
bryankr01,Player of the Week,2019,NL,,Week of 2019-09-14
cainlo01,Gold Glove,2019,NL,,LF
canhama01,Player of the Week,2019,AL,,Week of 2019-08-24
carraca01,Comeback Player of the Year,2019,AL,,
carraca01,Roberto Clemente Award,2019,ML,,
castilu02,Pitcher of the Month,2019,NL,,April
chapmar01,All-MLB Team - Second Team,2019,ML,,RP
chapmar01,All-MLB Team - Second Team,2019,ML,,RP
chapmar01,Reliever of the Month,2019,AL,,May
chapmar01,Reliever of the Month,2019,AL,,August
chapmar01,Reliever of the Year Award,2019,AL,,
chapmma01,Gold Glove,2019,AL,,3B
chapmma01,Platinum Glove,2019,AL,,
chavimi01,Rookie of the Month,2019,AL,,May
clevimi01,Pitcher of the Month,2019,AL,,August
colege01,All-MLB Team - First Team,2019,ML,,SP
colege01,All-MLB Team - First Team,2019,ML,,SP
colege01,Pitcher of the Month,2019,AL,,June
colege01,Pitcher of the Month,2019,AL,,September
colege01,Pitcher of the Month,2019,AL,,July
colege01,Player of the Week,2019,AL,,Week of 2019-09-28
colege01,TSN All-Star,2019,AL,,SP
colege01,TSN Pitcher of the Year,2019,AL,,
cruzne02,All-MLB Team - First Team,2019,ML,,DH
cruzne02,All-MLB Team - First Team,2019,ML,,DH
cruzne02,Outstanding DH Award,2019,,,
cruzne02,Player of the Week,2019,AL,,Week of 2019-07-27
cruzne02,Silver Slugger,2019,AL,,DH
cruzne02,TSN All-Star,2019,AL,,DH
degroja01,All-MLB Team - First Team,2019,ML,,SP
degroja01,All-MLB Team - First Team,2019,ML,,SP
degroja01,Cy Young Award,2019,NL,,
degroja01,MLB Players Choice Outstanding Pitcher,2019,NL,,
degroja01,TSN All-Star,2019,NL,,SP
degroja01,TSN Pitcher of the Year,2019,NL,,
deverra01,Player of the Month,2019,AL,,May
deverra01,Player of the Week,2019,AL,,Week of 2019-08-17
donaljo02,Comeback Player of the Year,2019,NL,,
donaljo02,MLB Players Choice Comeback Player,2019,NL,,
donaljo02,TSN Comeback Player of the Year,2019,NL,,
escobed01,Player of the Week,2019,NL,,Week of 2019-04-27
fiersmi01,Player of the Week,2019,AL,Y,Week of 2019-05-11
flaheja01,All-MLB Team - Second Team,2019,ML,,SP
flaheja01,All-MLB Team - Second Team,2019,ML,,SP
flaheja01,Pitcher of the Month,2019,NL,,September
flaheja01,Pitcher of the Month,2019,NL,,August
fraziad01,Player of the Week,2019,NL,,Week of 2019-07-06
freemfr01,All-MLB Team - Second Team,2019,ML,,1B
freemfr01,All-MLB Team - Second Team,2019,ML,,1B
freemfr01,Silver Slugger,2019,NL,,1B
freemfr01,TSN All-Star,2019,NL,,1B
gallojo01,Player of the Week,2019,AL,,Week of 2019-04-20
garvemi01,Silver Slugger,2019,AL,,C
giolilu01,Pitcher of the Month,2019,AL,,May
giolilu01,Player of the Week,2019,AL,,Week of 2019-06-01
glasnty01,Pitcher of the Month,2019,AL,,April
goldspa01,Player of the Month,2019,NL,,July
goldspa01,Player of the Week,2019,NL,,Week of 2019-07-27
gordoal01,Gold Glove,2019,AL,,LF
gordode01,Hutch Award,2019,ML,,
gourryu01,Player of the Month,2019,AL,,July
gourryu01,Player of the Week,2019,AL,,Week of 2019-07-06
grandcu01,MLB Players Choice Man of the Year,2019,ML,,
grandya01,All-MLB Team - Second Team,2019,ML,,C
grandya01,All-MLB Team - Second Team,2019,ML,,C
greensh02,Reliever of the Month,2019,AL,,March–April
greinza01,All-MLB Team - Second Team,2019,ML,,SP
greinza01,All-MLB Team - Second Team,2019,ML,,SP
greinza01,Gold Glove,2019,NL,,P
greinza01,Silver Slugger,2019,NL,,P
guerrvl02,Player of the Week,2019,AL,,Week of 2019-08-03
guerrvl02,Player of the Week,2019,AL,,Week of 2019-05-18
haderjo01,All-MLB Team - First Team,2019,ML,,RP
haderjo01,All-MLB Team - First Team,2019,ML,,RP
haderjo01,Reliever of the Month,2019,NL,,June
haderjo01,Reliever of the Month,2019,NL,,May
haderjo01,Reliever of the Year Award,2019,NL,,
happia01,Player of the Week,2019,NL,,Week of 2019-09-28
hendrli01,All-MLB Team - Second Team,2019,ML,,RP
hendrli01,All-MLB Team - Second Team,2019,ML,,RP
hendrli01,Reliever of the Month,2019,AL,,June
hendrli01,TSN All-Star,2019,AL,,RP
hendrli01,TSN Reliever of the Year,2019,AL,,
hiurake01,Player of the Week,2019,NL,,Week of 2019-07-20
hiurake01,Rookie of the Month,2019,NL,,July
jimenel02,Player of the Week,2019,AL,,Week of 2019-09-14
jimenel02,Rookie of the Month,2019,AL,,September
johnsra05,Bob Feller Act of Valor Award - HOF Player,2019,ML,,
kahnlto01,Reliever of the Month,2019,AL,,July
kendrho01,NLCS MVP,2019,NL,,
kenneia01,Bob Feller Act of Valor Award - MLB Player,2019,ML,,
keplema01,Player of the Week,2019,AL,,Week of 2019-05-25
kiermke01,Gold Glove,2019,AL,,CF
laurera01,Player of the Week,2019,AL,,Week of 2019-07-20
leakemi01,Gold Glove,2019,AL,,P
lemahdj01,All-MLB Team - First Team,2019,ML,,2B
lemahdj01,All-MLB Team - First Team,2019,ML,,2B
lemahdj01,Player of the Month,2019,AL,,June
lemahdj01,Player of the Week,2019,AL,,Week of 2019-06-29
lemahdj01,Silver Slugger,2019,AL,,2B
lemahdj01,TSN All-Star,2019,AL,,2B
lindofr01,Gold Glove,2019,AL,,SS
lowebr01,Rookie of the Month,2019,AL,,April
lowena01,Player of the Week,2019,AL,,Week of 2019-07-13
lugose01,Reliever of the Month,2019,NL,,July
mancitr01,Player of the Week,2019,AL,,Week of 2019-09-21
marteke01,Player of the Week,2019,NL,,Week of 2019-09-07
marteke01,TSN All-Star,2019,NL,,2B
meadoau01,Player of the Month,2019,AL,,September
meadoau01,Player of the Week,2019,AL,,Week of 2019-09-07
meadoau01,Player of the Week,2019,AL,,Week of 2019-04-13
molinya01,Player of the Week,2019,NL,,Week of 2019-08-31
mortoch02,All-MLB Team - Second Team,2019,ML,,SP
mortoch02,All-MLB Team - Second Team,2019,ML,,SP
murphda08,Player of the Week,2019,NL,,Week of 2019-07-13
odorija01,Player of the Week,2019,AL,,Week of 2019-05-04
olsonma02,Gold Glove,2019,AL,,1B
olsonma02,TSN All-Star,2019,AL,Y,1B
pencehu01,MLB Players Choice Comeback Player,2019,AL,,
pencehu01,TSN Comeback Player of the Year,2019,AL,,
peralda01,Gold Glove,2019,NL,,RF
perezro02,Gold Glove,2019,AL,,C
poseybu01,Lou Gehrig Memorial Award,2019,ML,,
realmjt01,All-MLB Team - First Team,2019,ML,,C
realmjt01,All-MLB Team - First Team,2019,ML,,C
realmjt01,Gold Glove,2019,NL,,C
realmjt01,Silver Slugger,2019,NL,,C
realmjt01,TSN All-Star,2019,NL,,C
rendoan01,All-MLB Team - First Team,2019,ML,,3B
rendoan01,All-MLB Team - First Team,2019,ML,,3B
rendoan01,MLB Players Choice Outstanding Player,2019,NL,,
rendoan01,Player of the Week,2019,NL,,Week of 2019-08-24
rendoan01,Silver Slugger,2019,NL,,3B
rendoan01,TSN All-Star,2019,NL,,3B
rileyau01,Rookie of the Month,2019,NL,,May
riverfe01,Reliever of the Month,2019,NL,,August
rizzoan01,Gold Glove,2019,NL,,1B
ryuhy01,All-MLB Team - Second Team,2019,ML,,SP
ryuhy01,All-MLB Team - Second Team,2019,ML,,SP
ryuhy01,Pitcher of the Month,2019,NL,,May
ryuhy01,Player of the Week,2019,NL,,Week of 2019-05-11
sanchca01,Gold Glove,2019,AL,,2B
santaca01,Silver Slugger,2019,AL,,1B
santaca01,TSN All-Star,2019,AL,Y,1B
scherma01,All-MLB Team - First Team,2019,ML,,SP
scherma01,All-MLB Team - First Team,2019,ML,,SP
scherma01,Pitcher of the Month,2019,NL,,June
scherma01,Player of the Week,2019,NL,,Week of 2019-06-29
